node,r,s,a,x,y,scenario_d,scenario_m,scenario_c,scenario_h,scenario_r,scenario_s,scenario_a,scenario_x,scenario_y,scenario_sample_size,scenario_freq,scenario_d_freq,scenario_m_freq,scenario_c_freq,scenario_h_freq,scenario_r_low,scenario_r_high,scenario_r_range,scenario_s_low,scenario_s_high,scenario_s_range,scenario_a_low,scenario_a_high,scenario_a_range,scenario_x_low,scenario_x_high,scenario_x_range,scenario_y_low,scenario_y_high,scenario_y_range,node_age,selection,true_x,true_y,true_angle,true_selection
231,2.48605466264439,2.5985521016455,1.36269371812121,131.034605003306,-22.1507382728985,1,0,3,4,2.34891068971219,3.1120451964073,3.01433924684002,131.861278344581,-22.1325477292576,5038,0.0279887333959256,0.527908178287898,0.520908217176571,0.223393203371092,0.222998761117994,-4.07149,8.183138,12.254628,0.4375615,9.661648,9.2240865,-0.4297494,5.063223,5.4929724,127.7648,136.0176,8.25279999999999,-24.98769,-19.72138,5.26631,16.10324238055,0,-0.997608959158997,-0.0691112480404051,3.21075903697169,0
232,2.6029814621111,1.86558869934152,0.715011857346259,131.526879040116,-22.4457979576225,1,0,1,1,2.49803281389537,2.41833949293902,1.23498435854715,131.385183405531,-23.0257152482506,3001,0.01667212959928,0.518313787145627,0.575874578474564,0.277020683218427,0.105849411947711,-2.505437,8.07188,10.577317,-1.144426,4.308802,5.453228,-2.342975,4.20791,6.550885,127.0394,135.6659,8.62649999999999,-25.08607,-21.29887,3.7872,15.54847047965,1,0.708341569342634,0.705869833001252,0.783650380979314,1
233,3.11851056991109,1.5525696753307,1.10233870713293,131.072788473953,-22.7239791099494,1,1,1,0,4.04778225980289,2.02063309286224,2.92715037062697,130.589985657371,-22.7538231243447,4769,0.0264942972539041,0.492002822206543,0.506324964861306,0.285942855873023,0.166115743801423,-0.2338159,9.614293,9.8481089,-0.1072612,3.969332,4.0765932,-1.021585,5.32529,6.346875,126.7348,134.8123,8.07749999999999,-25.05209,-20.62128,4.43081,14.95363268235,0,0.997539725390021,0.0701034683079403,0.0701610162064271,0
234,4.58633804371734,1.1848402910763,1.45193345673478,128.730947233626,-23.1062198831118,1,1,1,6,5.21669833967517,1.83745409802784,2.61389032605568,128.361930139211,-22.7618628213457,4310,0.0239443114204921,0.513269370725718,0.528674840695329,0.25062638540897,0.175971244604197,-1.209886,10.65115,11.861036,-0.6059849,5.053283,5.6592679,-0.5309159,4.661663,5.1925789,122.5507,133.406,10.8553,-24.88507,-20.69006,4.19501,13.62965299835,2,-0.0923278050765594,-0.995728666058051,4.61992949600626,2
235,4.24813293680996,1.21028458487761,4.74008390027633,127.652800054444,-22.2122196512242,0,1,3,1,3.54922512048529,1.01229582619209,5.15050805381299,127.104973596551,-22.3141401530267,23656,0.131421492102822,0.974233476480686,0.658013011038828,0.341175882356209,0.647179737890345,-3.632713,9.832994,13.465707,-3.348261,5.27718,8.625441,3.44573,6.492235,3.046505,121.8796,132.0232,10.1436,-24.64283,-19.78903,4.8538,12.36135099835,1,0.743145510851271,0.669129845173269,0.733037261561849,1
236,3.56270040764439,0.386996970246276,0.888267357625719,132.590403423314,-16.2207773149649,0,1,2,0,2.3049802045173,0.673271233347905,1.0615101756357,131.775590783242,-16.3111980692168,2745,0.0152499152782485,0.507669401836656,0.452880817328793,0.288092843928645,0.157510236054244,-5.524659,9.285245,14.809904,-4.280388,5.590319,9.870707,-2.52191,4.866787,7.388697,126.5488,137.1915,10.6427,-19.02034,-13.17454,5.8458,9.65861499835,0,0.999891444863509,0.0147342624099379,0.0147347955930456,0
237,3.649131997241,0.0838376346501278,2.36215920646404,133.316733931478,-16.1797526018355,0,1,0,2,3.57485641620981,-1.14888561464846,2.68479368827135,133.260704621278,-16.0894266576053,8093,0.0449608613285482,0.623896533908145,0.579535669246282,0.223693201704435,0.259170782384542,-7.845212,14.00379,21.849002,-9.330021,6.734541,16.064562,-1.419511,5.136633,6.556144,127.9094,138.451,10.5416,-18.78676,-13.61125,5.17551,8.41654299835,2,-0.0405026988543122,0.999179429024395,1.61131010773312,2
238,2.73420557205888,0.800190855078694,0.568973869472086,132.512702168321,-13.0982158676563,1,0,0,5,3.23653826688375,1.00825538632367,1.76857275043308,132.669211690003,-13.0658789306415,3071,0.0170610163276871,0.503430536497019,0.525902633874256,0.261987433403148,0.108471619602113,-5.185333,11.30554,16.490873,-4.436324,6.578768,11.015092,-1.990418,5.963061,7.953479,128.2432,136.9112,8.66800000000001,-14.96854,-11.05637,3.91217,3.75259299835,1,-0.737090860302517,-0.675793654645037,3.88363356427738,1
239,2.75729850182143,0.350873920349309,1.17800876028867,131.465198377787,-15.3017512978261,0,0,2,2,2.81763812284795,-1.0795789342317,2.3309347406959,131.400723169751,-16.4206630893001,4972,0.0276220687662846,0.602079988444509,0.502802762206877,0.252126377075683,0.179193448925284,-4.740485,12.47959,17.220075,-7.974231,3.62522,11.599451,-1.186819,4.926233,6.113052,126.6073,136.5463,9.93900000000001,-19.28908,-13.81504,5.47404,5.43585599835,2,-0.0300546026659069,0.999548258394058,1.60085545591689,2
240,3.87053337393931,1.0256055340864,0.991747408189327,123.488678512897,-24.1698635418137,0,0,0,1,4.91724073140555,0.840081927836819,1.56995316636956,122.71345152554,-24.2090785704491,2917,0.0162054655251915,0.516419353225815,0.518952672485153,0.266981850100833,0.108816062132988,-0.07309149,9.554632,9.62772349,-4.031423,3.57997,7.611393,-2.969158,5.878115,8.847273,116.0726,128.4407,12.3681,-27.0714,-21.37731,5.69409,9.75355799835,1,0.774384246140616,0.632715606990399,0.6850550043691,1
241,8.87345859198671,0.608155877905623,2.27999700897743,127.482749721946,-24.9057280172332,1,0,3,6,8.03018232641249,0.940234745285944,3.30457125240583,127.455849913872,-23.7985783727607,17416,0.0967550180276776,0.725195971133494,0.5481080660663,0.319592668929617,0.338248120843773,0.4350578,13.36328,12.9282222,-4.193335,5.993516,10.186851,0.830314,5.179494,4.34918,122.0582,132.801,10.7428,-26.34184,-21.12105,5.22079,10.40369299835,2,-0.0746322176066596,-0.997211127141646,4.63768730536668,2
242,11.2856633723957,1.68841599135208,1.72961908006942,125.297834867029,-24.3445894218365,1,0,3,4,11.5612500660878,1.10627218856488,2.22449773113362,127.543248082489,-24.2324902749638,8292,0.0460664107421625,0.570396831128716,0.506336075910689,0.294059477447348,0.144404753306926,4.372934,16.85978,12.486846,-2.715199,6.769129,9.484328,-2.092397,4.4681,6.560497,122.0399,132.8531,10.8132,-26.4684,-21.96172,4.50668,6.92777099835,0,-0.998505310510206,-0.0546547791406771,3.19627467966276,0
243,12.2896623708702,1.03624063086302,0.412957528716496,127.299694676141,-24.8704183645646,1,0,0,2,11.9400352235541,0.97808337550914,1.88734128806713,126.859528828289,-24.9009432364399,3337,0.0185387858956339,0.527569291281715,0.617985455636358,0.326770406831073,0.150699162782429,6.495814,17.95899,11.463176,-2.216661,7.56381,9.780471,-2.387347,6.729028,9.116375,122.3629,131.5804,9.2175,-26.99147,-22.76728,4.22419,5.09935199835,2,0.114910617332216,0.993375835232732,1.45563130629724,2
244,2.89049814998233,1.2273802185247,0.999961282889601,132.341233474258,-22.6633943905312,1,0,3,0,2.52465825730522,1.93119963370486,2.25931782699175,130.7960527956,-22.8312131109074,5455,0.0303053871922934,0.51766934628141,0.508858284120644,0.240576441241993,0.167399070005167,-4.235663,10.90593,15.141593,-1.79323,4.69987,6.4931,-2.754937,5.478951,8.233888,126.1895,135.6674,9.47789999999999,-24.93536,-20.72071,4.21465,13.93737824835,0,0.998951240853046,0.0457866617931433,0.0458026749043581,0
245,2.78672431691378,1.26321220674623,0.8344607564684,131.405015107694,-22.837759502225,1,1,0,0,1.2637028341516,1.61004033013908,1.37886975456885,131.095663108484,-22.7987493741307,2876,0.0159776890128388,0.510680496219465,0.464030755384692,0.275281803989978,0.157004683307315,-3.398942,6.573522,9.972464,-3.056882,6.457946,9.514828,-1.628311,4.37362,6.001931,124.7362,137.1303,12.3941,-25.03167,-20.61923,4.41244,12.41841633135,0,0.99979953362881,0.0200223014564782,0.0200236394964769,0
246,2.03782947707279,0.623584659387831,1.83335077171892,130.683527575958,-23.2863180926773,0,0,3,4,2.20959910294837,0.305782340169837,3.33492301102582,133.389222826087,-23.1036551807065,7360,0.0408886617296571,0.509191615602136,0.440708662729651,0.27547069182949,0.235926467075183,-8.470462,12.53908,21.009542,-4.966997,4.076076,9.043073,0.09851387,5.962727,5.86421313,127.0573,139.4179,12.3606,-25.57922,-20.7181,4.86112,9.82082849835,0,-0.999979250691949,-0.0064419085346127,3.14803460667982,0
247,1.56912573273472,0.740735837124405,1.63846748098305,125.159980604552,-23.6877748932506,1,0,3,4,2.57365183606026,0.617586737493462,3.88587770203996,128.460260456115,-23.6534555434669,9559,0.0531052605263304,0.568207954400253,0.505130527052628,0.248898617229904,0.226493186148966,-11.81511,10.86696,22.68207,-3.665643,5.313267,8.97891,1.483726,6.269406,4.78568,122.3466,134.1876,11.841,-25.84031,-21.46023,4.38008,6.61685899835,0,-0.999888907235141,-0.0149054751053347,3.15649868068314,0
248,1.75967471580827,0.418201994987895,1.29366658178894,133.599289660613,-23.3103846259187,1,0,3,1,-0.0942352760186163,1.79126944202242,1.48710786333404,133.050577152528,-24.0875873831183,4727,0.0262609652168599,0.534319253781923,0.499775001249993,0.278037344236976,0.18749895833912,-8.247708,13.59298,21.840688,-2.449853,6.748087,9.19794,-2.792986,4.143836,6.936822,126.7902,139.1992,12.409,-26.68714,-21.67037,5.01677,7.85457799835,1,0.695867946850159,0.718169757471411,0.801168578611815,1
249,5.63167126049966,5.69562905729413,0.348865228526309,130.419745574191,-22.191469443392,1,1,2,3,5.3788900484456,5.54870665025907,0.742056845997409,130.540139533679,-22.3277784170984,3860,0.0214443253093038,0.458664118532675,0.46594741140327,0.23577091238382,0.125227082071766,2.196816,8.677739,6.480923,4.072194,7.413689,3.341495,-2.031678,2.268292,4.29997,127.8205,133.1736,5.3531,-23.45666,-21.1572,2.29946,1.29817000135,3,-0.700516737361765,0.713635972100642,2.34691765728495,3
250,1.96214525143574,0.748344047118627,0.690720651304437,135.37381446492,-22.5414664111311,0,0,2,0,3.13553029074302,0.170758918086263,1.37842621287785,134.628495759333,-22.4802179992751,2759,0.0153276926239299,0.49664168532397,0.539285892856151,0.247020849884167,0.184054533030372,-2.907524,8.743129,11.650653,-6.104417,5.834013,11.93843,-2.939865,4.497548,7.437413,129.2098,140.6504,11.4406,-25.12758,-19.79289,5.33469,11.55545899835,0,0.999988117800849,0.00487485970210273,0.00487487901021243,0
251,2.51050529677719,1.16136341898222,1.09679593187059,132.498077644013,-22.4101383158427,0,1,2,6,3.75910944697856,0.887285511746032,1.75368347997772,132.563458563074,-22.1732404372041,3591,0.0199498891672824,0.532591485602858,0.500397220015444,0.251176382353431,0.151199160004667,-3.756309,11.04322,14.799529,-2.667794,4.104039,6.771833,-1.239856,4.157258,5.397114,128.2837,137.2979,9.01419999999999,-24.38631,-19.57895,4.80736,14.52737199865,2,-0.0330753896892622,-0.999452859617152,4.67930755708112,2
252,2.7512493175043,0.683377658785551,1.73500679435295,132.914563912423,-23.1323981056772,1,1,0,1,3.58669139992512,1.31548221905653,2.82059825368495,132.877873118682,-22.859995980906,5342,0.0296776129021505,0.452897483902867,0.537708123843756,0.251093049483058,0.138199232226488,-3.593653,10.57491,14.168563,-2.670088,6.079676,8.749764,-0.151364,5.240058,5.391422,128.0991,137.6558,9.55670000000001,-25.39009,-20.63204,4.75805,13.63709499865,1,0.741333494054342,0.671136834478022,0.735741224467748,1
253,2.84721273409534,0.380129218427369,1.72839361078439,131.917281863434,-24.2544594416142,1,0,3,5,5.03491093883711,-0.787795464315396,3.49424655957199,133.103455121546,-23.3550993091627,9626,0.0534774806806629,0.575341248104177,0.466375186804518,0.288115066027411,0.221426547630291,-1.259218,10.44584,11.705058,-4.577811,3.86334,8.441151,-0.1152374,6.019812,6.1350494,128.1047,138.2099,10.1052,-26.49385,-20.15726,6.33659,12.83868699865,1,-0.782290718776954,-0.622913502274142,3.81405418097852,1
254,3.07724496532394,0.39680179505615,1.01545173412011,134.911645645302,-24.0554818447675,1,0,1,7,1.64594922914319,0.876649226009294,2.53677970755446,134.530175951205,-23.6036171216962,3443,0.019127671512936,0.52845817523236,0.57299126115966,0.27216515463803,0.142499208337731,-1.286429,7.653549,8.939978,-4.617255,5.359889,9.977144,-1.376472,6.298028,7.6745,128.614,139.5741,10.9601,-26.26722,-20.9907,5.27652,9.61494699865,3,0.7139143096355,-0.70023307440999,5.50746138888814,3
255,3.69658238702691,0.471074397834651,0.94426351049022,134.977951016383,-23.9359351358604,0,0,1,2,2.15858665036891,0.0511839997364954,2.02873607529644,135.212964361001,-24.5685947859025,3036,0.0168665729634835,0.520335998133344,0.561107993844479,0.266748518063789,0.137449236393131,-17.236,11.46003,28.69603,-4.987009,4.978766,9.965775,-2.040144,5.230406,7.27055,130.1389,140.7316,10.5927,-27.24827,-22.13262,5.11565,6.79280099865,2,0.00110482136699905,0.999999389684687,1.56969150520313,2
256,2.02058534939695,0.424054951697713,5.62778210656052,134.215738572563,-20.9788180355665,1,1,0,6,2.24100750415072,0.356876468788418,5.53291551089467,134.186437771631,-21.7322461545705,67969,0.377603457758568,1,0.990494497252793,0.491402825539858,0.753195815578802,-8.704552,12.78024,21.484792,-5.760679,5.977088,11.737767,4.337492,6.53314,2.195648,128.6199,139.5795,10.9596,-24.2115,-19.17149,5.04001,10.29607199865,2,-0.00798720077225299,-0.999968101803164,4.70440169468559,2
257,1.58718587003892,0.122547708200249,0.629666885873789,133.427457406903,-14.3845462857429,1,0,0,3,2.45148785928263,0.822404136765194,1.34307733079309,133.359591066091,-14.6092011046164,3011,0.0167276848461953,0.508897172793484,0.582657874122922,0.303714979361226,0.148482508430509,-6.66549,11.94396,18.60945,-3.755516,6.323307,10.078823,-2.252277,5.404304,7.656581,127.4121,139.4109,11.9988,-17.05713,-12.00504,5.05209,7.05917799865,3,-0.725465213636577,0.688258834889343,2.38250640883452,3
258,5.84931978673952,2.80611116661823,0.797857203956645,126.129810751607,-21.9075195525025,0,0,2,5,5.182666362516,2.12483818145967,1.57246540297695,126.686328265045,-21.0710858322663,3124,0.0173554591363381,0.535741468102955,0.537630346498075,0.261042994205588,0.133732590374498,0.5638223,10.28382,9.7199977,-0.8059733,5.680169,6.4861423,-1.52092,4.316267,5.837187,121.8781,131.1256,9.24749999999999,-23.67815,-18.23153,5.44662,12.86218699855,1,-0.766486034439191,-0.64226097422285,3.83903707873373,1
259,5.45682505507825,2.3241104576656,0.618399711688146,125.216249623613,-22.2208273746813,0,0,3,4,7.29519224208132,3.2470135941996,1.3607780924538,126.594633096389,-21.760883121979,3517,0.0195387803401092,0.517397125571525,0.509941611435492,0.265248526397076,0.173365703523869,-2.353316,12.86577,15.219086,0.2235693,7.762187,7.5386177,-1.757634,4.540166,6.2978,120.785,132.4285,11.6435,-24.22178,-19.38642,4.83536,11.81815899855,0,-0.988259657212608,-0.152783670351313,3.29497705690216,0
260,5.43238194817162,2.25384449613052,0.39081053459383,124.645934569252,-22.1797796741129,1,0,3,3,4.80566693137586,2.37189740107802,1.09802469710332,124.951396652609,-22.5203311439114,3794,0.0210776606796629,0.49279170671274,0.51952489152838,0.239287559513558,0.169654613029928,-0.05857823,9.184728,9.24330623,-2.108681,5.071011,7.179692,-2.566831,4.501637,7.068468,119.861,129.8009,9.93990000000001,-25.05361,-20.17458,4.87903,11.42051199855,3,-0.764345631111177,0.644806758805502,2.44082221645763,3
261,4.03610509159167,1.75012103505721,1.06038044287073,123.614338515897,-22.6379989218949,0,0,0,7,5.90226892255617,1.15843090183834,1.42538047082638,123.647193317771,-22.6390136183251,3427,0.0190387831178716,0.526019299892778,0.510819384336754,0.278904006088855,0.143682535097027,-6.230211,12.94839,19.178601,-3.428957,4.353072,7.782029,-1.773113,5.931485,7.704598,118.505,128.5315,10.0265,-24.84064,-20.56515,4.27549,9.74635999855,3,0.804487470050983,-0.59396962088222,5.64720105449856,3
262,3.17852902551162,1.34879578069262,1.14305453770218,121.807384196754,-23.1394584144533,1,0,0,6,4.39153766638994,1.54380605881321,2.15788191581409,121.756837269804,-23.0960596053785,3421,0.0190054499697224,0.510541608102177,0.544708084955084,0.278070677385126,0.126132632596486,-5.974222,13.28615,19.260372,-2.876807,6.027363,8.90417,-1.773684,5.793851,7.567535,116.8197,126.7233,9.9036,-25.5346,-20.98909,4.54551,8.21422399855,2,-0.0660739063655848,-0.997814731750134,4.64626690217254,2
263,1.55544916654041,0.484145920351609,1.43671935983842,120.252103341093,-24.3411648868617,1,0,2,4,-0.627673726556803,-0.566280508018084,2.89506802132565,121.727285912206,-24.4083488128919,6857,0.0380942328098177,0.560802439986445,0.543513647146405,0.285942855873023,0.204448864172977,-10.22907,9.530393,19.759463,-7.157368,3.87072,11.028088,-0.2907078,6.17808,6.4687878,117.0523,127.0129,9.9606,-26.50604,-22.28546,4.22058,5.09321699855,0,-0.999993732681673,-0.00354042333263337,3.14513308431876,0
264,0.572990489343915,4.84312867956011,1.66339084013374,138.624580349554,-26.7101537557014,1,0,3,0,1.66028075402618,4.4086040604104,4.20064884878825,134.303127454449,-26.9055415107023,5653,0.0314053810812162,0.436242020877662,0.503224982083433,0.248387508958284,0.160699107227182,-3.636111,5.741633,9.377744,1.59483,7.681557,6.086727,0.6812039,6.513445,5.8322411,127.1469,141.7829,14.636,-29.53516,-23.75644,5.77872,16.04264054365,0,0.997472637574766,0.0710516522653802,0.0711115706026277,0
265,0.206830988883062,5.09522592547597,0.820579408732718,137.721975401248,-27.770377823401,1,0,1,5,1.21244731337977,5.60851135505865,1.539499493761,137.951094501466,-26.9963367815249,2728,0.0151554713584925,0.511341603657757,0.527130404831084,0.263020760995772,0.137710346053633,-2.600536,8.73819,11.338726,1.943665,10.26608,8.322415,-2.129823,4.979096,7.108919,132.3753,143.3577,10.9824,-29.71004,-24.02206,5.68798,15.26223399815,1,-0.616555993180871,-0.787311061317412,4.04802820110642,1
266,0.144858055487392,11.6142125673524,6.88329078618841,137.155208586619,-28.6578647330848,0,1,3,4,-0.0381993700334957,11.7849969723755,7.03004533514069,137.173649832251,-28.7388785332792,36960,0.20533219259893,0.996605574413476,0.724762640207554,0.399936667018517,0.997188904506086,-4.506268,3.017146,7.523414,6.258445,16.82893,10.570485,5.733487,7.97516,2.241673,131.0285,143.5292,12.5007,-31.45102,-25.99971,5.45131,6.98733499815,0,-0.999989867372404,0.00450168329870932,3.1370909550864,0
267,-6.1923169014311,17.0350125801523,0.899582803199788,116.021716169355,-29.5290989852279,1,1,1,1,-6.37188408652793,17.6267671256454,1.01771456574871,116.129407995619,-29.4677777437021,6391,0.035505358303565,0.693768367953511,0.547035849800834,0.296042799762224,0.170587941178105,-10.42042,-3.638236,6.782184,13.84515,19.9804,6.13525,-1.434753,2.406688,3.841441,112.1805,120.3894,8.2089,-31.0858,-27.78314,3.30266,2.46554399815,1,0.0943705256080555,0.99553714340373,1.47628516272083,2
268,-0.624594544736952,3.93184911203068,1.3557821984903,136.960150621385,-28.3015217038794,1,1,1,4,-1.62897195283406,4.50446768463709,1.9244974807643,137.570667478841,-28.3427376917158,3899,0.0216609907722735,0.537919233782035,0.506030522052655,0.28600396664463,0.198793340037,-9.232051,9.345712,18.577763,0.7856322,11.22488,10.4392478,-1.918586,5.527019,7.445605,131.3907,143.7803,12.3896,-30.9618,-25.48249,5.47931,12.82566799815,0,-0.997455069731044,0.0712978531783246,3.07023425608633,0
269,-2.02162827571225,2.80501063252964,0.868645937260682,137.933713910478,-30.0545884105644,0,0,2,7,-3.3436697121934,3.65570010050943,0.948867810896226,137.647180872642,-29.5678424080189,4240,0.023555424692085,0.531441491991711,0.488536174799029,0.251904156088022,0.125260415219915,-13.69497,10.03996,23.73493,-1.959056,9.196593,11.155649,-3.079571,3.850143,6.929714,131.6315,143.5267,11.8952,-32.39854,-26.92139,5.47715,8.33643199815,3,0.700877460840786,-0.713281700932649,5.48901590902963,3
270,-1.05938009834826,6.4305349220971,1.27352031012819,143.296569769612,-26.1362509788279,0,0,2,1,-0.919915496410124,5.09398534338843,2.04383456469525,142.255501446281,-27.0023800077479,3872,0.0215109916056022,0.492769484613974,0.57320792662263,0.232365375747913,0.157865789634502,-5.411659,3.634566,9.046225,1.923356,11.18392,9.260564,-3.105264,5.375838,8.481102,136.313,148.5525,12.2395,-30.46985,-23.67462,6.79523,13.63752699865,1,0.621340693864315,0.783540517234567,0.900343710513197,1
271,-1.49106200595363,6.78109409498892,0.998758072333878,144.353760226332,-25.6256845206971,0,0,1,3,-2.03293193222114,6.38018660494452,2.77775933957563,144.847778625657,-26.0516465466225,5137,0.028538730340387,0.529858167454625,0.547013627702068,0.247120849328615,0.156126910406053,-6.817269,2.983356,9.800625,-1.15798,10.24268,11.40066,-2.763128,5.58807,8.351198,138.8385,151.2459,12.4074,-29.09297,-22.69999,6.39298,12.68807099865,3,-0.606095139677741,0.795392155894826,2.22193832814327,3
272,-2.93426322137488,7.39766914043366,2.42853568142892,146.340699208338,-24.4589787033405,0,0,3,2,-3.0734536076529,6.62131535953564,2.50193151977776,146.108049155299,-25.8695188671063,11069,0.0614941028105399,0.728807062182988,0.452264154088033,0.300476108466064,0.255870800717774,-12.76473,2.755401,15.520131,1.01661,12.92465,11.90804,-0.6451894,4.520631,5.1658204,140.1441,152.0663,11.9222,-29.12953,-22.3948,6.73473,9.52242699865,2,-0.140082001565874,0.990139905688736,1.71134055918042,2
273,-1.85272266048628,9.52689684235921,0.717523515748313,148.069936195354,-27.2094475882912,1,1,2,4,-2.41594021175637,8.52844289660057,1.41076671507365,148.376982322946,-27.3277503002833,3530,0.0196110021610991,0.541374770140166,0.470625163193538,0.273787367847956,0.204915528247065,-9.105256,1.075205,10.180461,5.293024,12.85835,7.565326,-2.03827,3.498544,5.536814,143.0391,153.9137,10.8746,-29.72569,-25.11856,4.60713,6.01441999865,0,-0.981572206824009,0.191091608373168,2.94931852523223,0
274,3.51894513523003,7.52946315643078,0.575171435174399,143.006199706668,-15.7141847059294,1,0,0,6,3.65491043214726,8.37685699499374,1.88992942841302,143.102570062578,-15.6777086958698,3995,0.0221943211426603,0.501074994027811,0.60426330964828,0.318281565102416,0.110343831423159,-3.784508,8.098152,11.88266,3.752195,12.77617,9.023975,-4.257615,4.881512,9.139127,138.1497,148.9233,10.7736,-18.21494,-13.44175,4.77319,5.60841700245,2,-0.177073168860959,-0.984197689933043,4.53437715394404,2
275,0.735753065576469,2.35126384784723,0.975234319778668,132.425485440081,-16.3926873990533,1,0,1,2,1.01152922778651,2.1338732552195,2.25134019665434,132.683246926987,-16.8738678052218,4328,0.0240443108649396,0.53568591285604,0.530441497547236,0.263481869545169,0.162987983400092,-3.682847,6.269732,9.952579,0.01358877,5.320663,5.30707423,-2.647383,6.31203,8.959413,127.9377,137.562,9.62430000000001,-20.03742,-13.86807,6.16935,17.52774426525,2,0.0206403141979315,0.999786966023168,1.55015454677598,2
276,0.509678333236849,1.79579304876838,0.805471190212399,132.564017745457,-16.4069374689196,1,0,3,3,0.502226670320931,3.02095673791366,1.16295995136609,133.346930531099,-17.282278304459,3521,0.0195610024388753,0.535791467825179,0.518419342114766,0.227043183093427,0.164387975622358,-5.470389,4.358894,9.829283,-0.2138715,5.844073,6.0579445,-4.43822,4.536141,8.974361,128.0209,138.4751,10.4542,-20.60902,-14.43505,6.17397,16.67932115245,3,-0.67607232547151,0.736835267024824,2.31321537152595,3
277,0.479341392567541,1.59694439511501,1.5656990671464,133.118306776629,-16.6761992550875,1,1,2,2,1.82242235357756,1.50054210188132,2.25135337674108,132.784712306812,-16.5844046479679,5241,0.0291165049083061,0.489725057083016,0.536258131899267,0.234665362970206,0.172582374542364,-3.452657,6.956116,10.408773,-2.907372,4.653995,7.561367,-1.864953,4.677726,6.542679,128.0545,138.1244,10.0699,-19.29929,-14.0912,5.20809,15.59545599845,2,0.0267344796742395,0.999642569920143,1.54405866142945,2
278,0.651149095359837,1.21148640388516,0.906522208134344,133.862365099638,-17.9002710880495,0,1,2,0,-0.329011548314294,1.4853944129061,1.17491231105879,133.57633546949,-17.9446724017832,3589,0.0199387781178993,0.50245276415131,0.466752962483542,0.257276348464731,0.161099105004972,-6.856939,4.986387,11.843326,-3.30439,6.338136,9.642526,-1.773885,5.060939,6.834824,128.8709,138.8408,9.9699,-21.10589,-15.45207,5.65382,14.36972399845,0,0.999988084058267,-0.00488177646722089,6.27830351132195,0
279,1.37165493750551,0.641022353353165,1.18928675845749,134.878893942256,-18.3084071531269,1,1,0,2,2.07631841107261,0.206230219114986,1.88466487387773,135.179244338998,-18.0527897285367,4531,0.0251720823773201,0.470591830045389,0.521063771867934,0.286159521335993,0.136932572596819,-5.186429,7.667547,12.853976,-3.662189,4.051207,7.713396,-1.689705,4.668144,6.357849,130.5829,140.0785,9.4956,-20.60406,-15.62465,4.97941,12.36642399845,2,0.0042801364056677,0.999990840174223,1.56651617732075,2
280,2.22777239027222,0.477645279563447,0.822984558449881,136.483115834912,-19.2555520932106,1,1,2,3,1.86544617426758,0.555907610571126,1.39362700792438,136.740284769963,-19.4602897911158,3782,0.0210109943833645,0.490213943255871,0.499658335231471,0.280326220409887,0.130815939911445,-3.690427,9.803664,13.494091,-1.779538,4.838586,6.618124,-3.127666,4.31786,7.445526,132.5741,141.2704,8.69630000000001,-21.71048,-17.57764,4.13284,10.46952499845,3,-0.718133421657605,0.695905445228259,2.37191269027743,3
281,2.29593432486058,0.388639164771529,0.366596261216593,136.709365411859,-19.6402671277382,1,1,0,0,2.28980163437419,0.178504543419204,1.47400837130367,137.007333359355,-19.8430488758782,3843,0.0213498813895478,0.536585907856067,0.486986183410092,0.264798528897062,0.176599018894339,-4.500203,8.324018,12.824221,-3.013594,4.254723,7.268317,-3.005542,6.021,9.026542,132.3118,141.2262,8.9144,-22.09,-17.69693,4.39307,10.21488159845,0,0.9999924582637,0.00388373733952188,0.00388374710292562,0
282,2.765759460767,0.294902417828962,3.81249174338218,135.705214678807,-20.0975968102399,0,1,0,3,2.56502874184023,0.472633648106796,4.59710822457104,135.890348870426,-20.3216283112397,21424,0.119021560991328,0.566891295048361,0.744806973294593,0.231215382136766,0.419942111432714,-9.260059,9.618091,18.87815,-4.475017,5.489355,9.964372,1.773916,6.073861,4.299945,131.1169,140.6264,9.5095,-22.46833,-18.1889,4.27943,8.54258033145,3,-0.728744894717429,0.684785279064382,2.3872836404036,3
283,3.10219667695191,0.541101277082267,0.952908092488242,132.290674147366,-17.6881250802051,1,0,0,6,3.13058468293114,1.80267161039521,1.81289682715269,132.733158862275,-18.1477458778443,3340,0.0185554524697085,0.490825050971939,0.557196904461642,0.272404042199766,0.127993733368148,-4.270693,7.993677,12.26437,-9.924588,5.740499,15.665087,-3.07299,5.524831,8.597821,126.8801,137.8464,10.9663,-20.72376,-15.20039,5.52337,7.48005199845,2,-0.0545765191678363,-0.998509591118444,4.65778533126598,2
284,1.7939641411035,0.0625070914205919,0.891875833689613,139.283217694902,-19.8458743474203,1,0,1,0,0.950295952218242,-0.186305906861394,2.88686096640948,138.530585340314,-19.897987158997,3629,0.0201609991055605,0.471797378903451,0.511291603935534,0.249693057260793,0.175382358986895,-8.000221,7.717736,15.717957,-7.571685,5.832141,13.403826,-1.319668,6.313233,7.632901,133.6539,143.8141,10.1602,-22.41114,-17.76282,4.64832,7.81164299845,0,0.999998460671483,-0.00175460954729925,6.28143069673198,0
