node,r,s,a,x,y,scenario_d,scenario_m,scenario_c,scenario_h,scenario_r,scenario_s,scenario_a,scenario_x,scenario_y,scenario_sample_size,scenario_freq,scenario_d_freq,scenario_m_freq,scenario_c_freq,scenario_h_freq,scenario_r_low,scenario_r_high,scenario_r_range,scenario_s_low,scenario_s_high,scenario_s_range,scenario_a_low,scenario_a_high,scenario_a_range,scenario_x_low,scenario_x_high,scenario_x_range,scenario_y_low,scenario_y_high,scenario_y_range,node_age,selection,true_x,true_y,true_angle,true_selection
285,2.24066651287786,0.786480109137883,3.62775295294948,136.975575514025,-18.946030342387,1,1,0,5,2.99938836534804,0.620702547985157,4.407181291935,136.76971757242,-19.3689789792315,33416,0.185643413092149,0.82928428175399,0.773262370764607,0.29712057155238,0.583568980172332,-6.403208,12.01954,18.422748,-4.300108,6.479821,10.779929,2.323942,6.275109,3.951167,131.7244,141.8026,10.0782,-21.58238,-17.0573,4.52508,7.54040299845,1,-0.735079388598242,-0.677981041370653,3.88660521122863,1
286,0.238261825735746,1.07557381056541,3.86450356735876,133.758397468903,-18.183300645902,0,1,2,7,0.523313156042633,1.66084686353706,5.20438189384717,133.622692876498,-18.190101519841,16607,0.0922605985522303,0.844184198976672,0.594002255543025,0.294709473836256,0.524830417608791,-6.651778,8.415541,15.067319,-4.546569,7.379413,11.925982,3.349207,6.386403,3.037196,127.9368,139.442,11.5052,-21.07905,-15.2321,5.84695,12.81484999845,3,0.698325826207123,-0.715780022389658,5.48544484994886,3
287,0.611330739619169,1.50279059910701,1.11648595482591,131.992246359187,-15.8329069289726,0,0,2,2,0.946920692594538,1.22670254432773,1.1633467220063,131.696658377101,-16.1165742620798,3808,0.0211554380253443,0.492880595107805,0.520508219398781,0.23638757562458,0.134010366609074,-4.234708,7.319477,11.554185,-6.66547,5.759742,12.425212,-3.095181,4.51676,7.611941,126.286,137.5698,11.2838,-19.14286,-13.22683,5.91603,15.30388199845,2,0.0114429463476631,0.999934527346108,1.55935313070734,2
288,0.220556681741713,0.788255870502747,1.07821674995701,132.23208438842,-13.8912648960895,0,0,3,2,1.38899576874478,0.197831484636794,0.617005327664904,132.377307458948,-14.5597050860006,3593,0.0199610002166655,0.529430392053377,0.546224743195871,0.254781917878234,0.189271170715718,-11.67022,10.81771,22.48793,-5.870966,4.016566,9.887532,-2.946167,2.64224,5.588407,126.3438,138.2449,11.9011,-17.31124,-11.8516,5.45964,9.03611399825,2,0.00274678556711316,0.999996227577409,1.56804953777377,2
289,-0.0908606212140934,2.56164929682764,1.14554376004473,129.701845218082,-17.5534429047616,1,0,2,1,0.922478228462058,1.78306161175411,1.91648363385724,129.282555888313,-17.9220077820311,4441,0.0246720851550825,0.567330181498992,0.502830539830334,0.261937433680924,0.184332309264949,-6.562115,5.912624,12.474739,-3.738951,8.150728,11.889679,-2.272043,5.167778,7.439821,123.8591,134.1347,10.2756,-20.29988,-15.43776,4.86212,16.93608366445,1,0.699121407758988,0.715002977065893,0.796628364802768,1
290,-1.00559013557531,1.65345709532149,1.89444231052789,128.317367929067,-17.7031785359526,0,1,2,5,-1.3307471049131,1.37452809856709,3.02530237839792,128.089024305957,-17.7908183473106,6916,0.038422008766618,0.620207665512969,0.539169226837629,0.24521530435942,0.270081832878706,-8.814532,5.486699,14.301231,-3.067119,7.290415,10.357534,-0.2391515,5.629493,5.8686445,122.9608,133.568,10.6072,-20.39032,-15.30202,5.0883,15.15614974745,1,-0.706687913934148,-0.707525400462345,3.92758300942509,1
291,-1.78322110530353,0.211804081466103,0.810509003702424,123.150350235832,-20.14996920756,1,0,2,4,-3.29280091030844,-0.209262492107549,2.1540825053267,124.212153388799,-19.8838333887987,4928,0.0273776256798573,0.56289131727046,0.526419297670568,0.273159593557814,0.189587835623135,-16.24741,14.58095,30.82836,-7.902301,8.874673,16.776974,-2.597255,5.507744,8.104999,118.5725,130.6538,12.0813,-22.43077,-17.30107,5.1297,9.41631249745,0,-0.999980677726386,-0.00621644382890948,3.14780913745762,0
292,-1.58888209885151,0.114252248097566,1.3841555021521,123.191634069255,-20.2403504026644,1,1,1,1,0.487821441878981,2.08951080123408,1.70668762863615,123.188979637739,-20.4542265047771,5024,0.0279109560502442,0.550802495541691,0.538708118288232,0.244398642229765,0.171754601363326,-12.53112,13.0624,25.59352,-8.20601,7.488528,15.694538,-2.234302,3.586548,5.82085,118.1327,128.0971,9.96440000000001,-22.76412,-18.3156,4.44852,8.31401466445,1,0.69284272309738,0.721088733132759,0.805372436803062,1
293,-1.31350449799596,-0.159578977707068,0.986320604175417,122.854379189005,-21.6158608335509,0,0,3,7,0.338946113953102,0.548273719291535,1.62083878711459,121.810653567271,-20.9266675103941,6013,0.0334053699701668,0.539552558041344,0.568969061282993,0.268481841767546,0.170799051116383,-9.322939,13.09444,22.417379,-5.647039,6.688676,12.335715,-4.215176,4.855659,9.070835,116.8791,126.8143,9.93520000000001,-23.50765,-18.56865,4.939,6.01731999745,3,0.706450002609441,-0.707762950297005,5.49685874943555,3
294,-1.1653707455693,1.32208128995401,0.820160238635374,128.764904088311,-16.8432999870001,0,0,2,1,-2.55644225923286,3.40989059490156,1.66196554039375,128.16804389002,-17.7857541242363,2946,0.0163665757412459,0.47615291026161,0.520008222176543,0.24125421525436,0.1366825739857,-10.72418,5.831424,16.555604,-2.687365,5.812985,8.50035,-2.432773,4.021341,6.454114,122.5865,133.4036,10.8171,-20.2266,-15.17075,5.05585,14.10508199745,1,0.688947686044574,0.72481106910272,0.810760123591531,1
295,-1.09443290712974,1.23174927541568,0.617776928827112,129.183349864167,-16.6155750288054,0,0,3,0,-1.64433185429363,0.963757723545706,1.2034832528705,127.462448822715,-16.5272972887812,2888,0.0160443553091372,0.520519330448164,0.52243043094205,0.250243054205254,0.14027699846112,-9.383071,8.667054,18.050125,-4.40695,3.867948,8.274898,-1.778788,4.339799,6.118587,121.7319,133.0798,11.3479,-19.17625,-13.94504,5.23121,13.33004199745,0,0.999880976178675,-0.0154283335451584,6.26775636149221,0
296,-1.02347429839756,1.07488924371331,1.06234282268521,129.955368041844,-16.4181021322937,0,1,0,3,-5.22275737785449,1.93129951752523,2.08727684493627,129.867221348911,-16.454898441317,3766,0.0209221059883001,0.490236165354637,0.508769395725579,0.26420964327976,0.126099299448336,-13.47659,2.164158,15.640748,-2.960556,8.744309,11.704865,-2.383544,4.925603,7.309147,124.2777,135.619,11.3413,-18.95971,-13.88336,5.07635,11.56872399745,3,-0.770019300056435,0.638020593351499,2.44966772780707,3
297,2.01000279240485,3.43719955274644,0.941177379605441,129.049301927767,-25.1816328962617,0,0,0,1,2.08887706923844,4.39067580176255,1.54897223152311,128.484126837379,-25.8956958796142,3007,0.0167054627474292,0.510286053966367,0.518586007855512,0.262004099977222,0.136288131732601,-2.332765,5.668908,8.001673,-0.7291392,9.63222,10.3613592,-1.557233,4.532912,6.090145,121.0064,135.6339,14.6275,-31.05239,-21.35756,9.69483,18.428632998,1,0.662267803697236,0.749267212805978,0.846954903637134,1
298,2.44901225872345,3.35340160179216,5.15654860236554,129.308326483186,-25.6170084121199,1,1,0,1,2.5860607305458,4.29608506424052,5.36915963801478,129.930702725441,-24.8066617285871,28289,0.157160237998678,0.790023388758951,0.809434392031155,0.264904083866201,0.583824534308143,-8.556897,10.22224,18.779137,-3.363619,9.973682,13.337301,3.893565,6.7953,2.901735,123.6254,136.3951,12.7697,-28.17079,-21.24242,6.92837,16.660359998,1,0.672704423594665,0.739911317980858,0.832938519681684,1
299,1.65808486839023,1.92497419824462,1.24095357271099,127.207075696246,-26.3169320322665,0,0,2,7,2.65907947494186,0.36882467681686,2.0647995133314,126.522235290698,-25.4241846482558,3440,0.0191110049388615,0.526663740756996,0.526974850139721,0.262920761551325,0.180598996672241,-5.40662,11.74848,17.1551,-8.098134,8.231892,16.330026,-2.587239,4.697054,7.284293,120.4462,132.5009,12.0547,-28.22317,-22.50886,5.71431,14.5723949982,3,0.730581082201375,-0.682825953175088,5.53156154011793,3
300,1.67447393263276,1.9736503235922,2.04315036325404,128.276098630563,-27.1242489915612,1,1,2,0,1.22960366916992,2.806303998625,4.05297686989258,127.640093300781,-27.290474921875,5120,0.028444286420631,0.491586157854679,0.553680257331904,0.248420842106433,0.188937839234226,-8.375533,8.161747,16.53728,-6.358421,8.799055,15.157476,0.1069245,7.624949,7.5180245,121.2817,133.764,12.4823,-30.55799,-23.84653,6.71146,13.0413329982,0,0.999422755984284,0.0339728541747436,0.0339793925600557,0
301,1.51646328253299,1.65478575405298,1.33357399764371,125.989765769635,-25.8382990905606,1,1,0,0,4.58201961190324,0.717009069501762,2.16483005635694,125.483456600449,-25.5952580647228,6242,0.0346775851245271,0.56220243220871,0.489586168965728,0.267198515563802,0.202693318370453,-7.192625,15.26007,22.452695,-7.434422,9.293749,16.728171,-0.5481373,4.918261,5.4663983,119.4996,132.2047,12.7051,-28.59553,-22.61132,5.98421,12.9520899982,0,0.99963156662119,0.0271427893641219,0.0271461232919911,0
302,0.689284017391376,2.69535882162411,0.982664183203506,129.144656094133,-25.143670064833,0,1,0,4,2.54501598935978,2.42391062557776,2.20209722507808,128.527910836977,-25.017270971268,3202,0.0177887900622774,0.465347414736585,0.498197232237599,0.266404075532914,0.139338114788251,-2.522366,6.445066,8.967432,-4.114502,9.756003,13.870505,-2.461404,5.624785,8.086189,122.7526,134.6632,11.9106,-27.9292,-22.28656,5.64264,19.7830069986,0,-0.998325904929933,-0.0578393252539343,3.19946427664902,0
303,1.06649405579297,1.9569070963493,1.55293721038215,128.341602892206,-25.2182035362581,1,1,3,3,-0.702698372028394,0.669643156645963,3.40434389455191,128.701627204969,-25.5014487595386,5635,0.0313053816367687,0.508486063966311,0.520447108627174,0.288320620440998,0.164254643029761,-8.784784,10.56824,19.353024,-6.693311,7.506601,14.199912,-1.267418,5.840529,7.107947,122.7543,134.9646,12.2103,-28.62735,-22.35974,6.26761,18.2472549986,3,-0.707265649743901,0.706947876927527,2.35641918950757,3
304,3.30325796115916,-0.744393205203582,1.63871137376442,130.27131108105,-26.9632931984267,0,0,2,7,5.18409809314585,-1.00259724537734,3.30533011175723,128.714730775342,-25.6266192786781,6294,0.0349664724084866,0.517891567269071,0.499552780262332,0.276237354236921,0.204037755345804,-0.8151748,12.03306,12.8482348,-5.984631,4.848434,10.833065,-0.7159546,5.666245,6.3821996,122.3117,135.1417,12.83,-28.63034,-22.39217,6.23817,10.2852109986,3,0.779298201614095,-0.626653263744024,5.60593410144267,3
305,6.22230861919539,-2.42663399504901,1.36453432960339,133.548892096711,-29.140565180249,0,1,3,5,4.50989398929865,-2.00295639705795,2.52258429306059,134.186763516628,-28.8789241159039,6074,0.0337442569763501,0.518052677485125,0.488886172854595,0.235865356303576,0.198348898061677,-12.46984,13.57877,26.04861,-7.111774,5.193021,12.304795,-0.748715,4.644089,5.392804,128.955,139.0985,10.1435,-31.08854,-26.52951,4.55903,5.60647599860001,1,-0.760694832485701,-0.6491096762717,3.84800609646583,1
306,0.0747940579339338,2.98474493379809,1.54985460333949,132.806144260865,-24.7022601733324,1,0,3,1,1.43333834814843,3.69166659502083,2.79456855422189,132.218716111321,-26.110874182128,5282,0.0293442814206588,0.527347070294054,0.517252681929545,0.262231876489575,0.181782323431536,-9.233414,13.03423,22.267644,-5.248963,12.43096,17.679923,-0.5357857,5.340684,5.8764697,125.6907,139.3709,13.6802,-29.93329,-22.56341,7.36988,14.9238189986,1,0.670060806459171,0.74230621420495,0.836505626769432,1
307,-0.35997328823661,3.13132095954934,0.900852699406903,119.603857543569,-31.5662368419064,1,0,1,6,1.22895506406433,2.46524108576023,0.208303682877193,119.505720789474,-31.2746452719298,3420,0.0189998944450309,0.517497125015972,0.527335959244671,0.282759540224777,0.152026933183705,-11.58339,9.389701,20.973091,-7.52879,10.99134,18.52013,-2.897335,3.133716,6.031051,112.1106,126.9061,14.7955,-34.78626,-27.7567,7.02956,12.2416659956,2,-0.0285492969380786,-0.999592385747481,4.6838358037806,2
308,-3.92955958700958,2.19343931312685,0.835889215079772,119.479000257221,-31.5516825613747,0,1,3,4,-3.80042687709591,1.99495110472837,2.00121068532864,120.562969282361,-31.6866345875252,2982,0.0165665746301409,0.504869417392126,0.47491958378009,0.205582191210049,0.154621363214649,-14.14333,7.489482,21.632812,-4.493656,6.245894,10.73955,-0.5533065,5.035398,5.5887045,113.5635,128.1617,14.5982,-34.89363,-29.01396,5.87967,10.8519796616,0,-0.997812780908454,0.0661033603967113,3.07544105681174,0
309,-4.66267938482682,2.66852522626879,0.880964686295621,117.63948102955,-32.0260996327798,1,1,2,3,-6.40380057628189,3.30462418249558,1.14338969463248,117.875216393029,-32.3322397524627,3959,0.0219943222537653,0.529852611929934,0.473397370014611,0.232798706673852,0.13566591296715,-14.77218,10.55716,25.32934,-0.7457316,8.084275,8.8300066,-3.183532,3.533566,6.717098,112.6509,122.7238,10.0729,-34.69179,-30.18952,4.50227,5.86336699460001,3,-0.775367225424461,0.631510622030678,2.45809271755133,3
310,4.08560408963896,2.49240695554547,3.40512972264115,128.708955596913,-26.508348173899,1,1,0,6,4.15702000562613,1.68414130443436,4.13212077539827,129.471248548094,-26.478341830006,9918,0.0550996938905895,0.581146771406825,0.664374086810629,0.246609741056994,0.265609635502025,-3.246071,9.87063,13.116701,-3.441292,6.041107,9.482399,-0.1817614,5.667622,5.8493834,123.1624,135.5129,12.3505,-29.6916,-23.41244,6.27916,23.3770043446,2,-0.0679219212829088,-0.997690639732196,4.64441472536016,2
311,2.18108858866002,2.84008884034516,4.16417388139633,129.709718033789,-23.9297686205077,0,0,3,2,3.49568652844152,2.99610778405931,4.23101838885008,130.005407914333,-27.1772481607908,15175,0.08430508719396,0.524363753534703,0.397708901617213,0.330948161399103,0.236148688062844,-5.526168,9.440587,14.966755,-1.754563,7.290519,9.045082,2.826242,5.465698,2.639456,124.7681,135.1813,10.4132,-30.49905,-23.26722,7.23183,21.5851043406,2,0.0956665063298039,0.995413441523998,1.47498329159604,2
312,1.10412637289504,1.28949444929308,1.51606471170623,132.524247954734,-19.0854220354887,1,0,3,1,-1.29312994298061,1.12876070079683,3.20002941775309,130.808306673885,-20.7676837966335,10159,0.0564385753412481,0.584352309153838,0.546169187948956,0.314892695040583,0.20932661485214,-7.750844,4.773306,12.52415,-2.220831,7.690841,9.911672,0.2015013,4.76488,4.5633787,125.833,135.8758,10.0428,-24.49095,-17.49944,6.99151,19.5721703666,1,0.708512628627188,0.705698133110604,0.783408013218323,1
313,0.885859410280999,1.08663971764712,0.442704266303843,131.555195787801,-19.2666416558241,0,0,1,3,-0.598317886181959,1.90582904989891,0.726695182049767,131.599171189736,-20.0915586547434,2572,0.0142888095066139,0.517913789367837,0.532347042516431,0.282676207354404,0.112543819201004,-9.376873,7.065741,16.442614,-1.920661,6.852338,8.772999,-3.590361,5.514397,9.104758,126.4151,136.2434,9.82830000000001,-24.52994,-17.06166,7.46828,19.2026974268,3,-0.695795002934425,0.718240429028806,2.34032251079199,3
314,0.900709682966095,0.973096663950289,1.41539938360074,131.512422733207,-19.2844120643219,0,1,3,6,2.79523212186499,0.494289478224324,1.93457728004203,131.607895271868,-18.4566794405043,3807,0.0211498825006528,0.480319553780257,0.536280353998033,0.222020988772285,0.16497686123966,-4.932441,11.27495,16.207391,-2.603674,5.369178,7.972852,-3.653183,5.180721,8.833904,126.3739,136.2582,9.88429999999998,-21.44024,-15.75365,5.68659,18.5641692088,2,-0.0137815547295069,-0.999905029864955,4.6986069893599,2
315,0.631700564603752,0.973288270513697,1.20277692462556,131.763445899745,-20.180522581819,0,0,3,5,-0.0999979572244899,0.424241229766531,3.21500567851429,132.533750791837,-18.8836326955102,6125,0.0340275887356181,0.619335448136399,0.499280559552447,0.267759623557647,0.185993411147716,-9.667393,6.802289,16.469682,-5.15536,3.863775,9.019135,0.08687948,5.548294,5.46141452,127.7362,137.4993,9.76310000000001,-22.08681,-15.96809,6.11872,17.6434452205,1,-0.706505868339863,-0.707707183799442,3.92784027539721,1
316,0.654525844246932,0.994851216629019,3.07370345044925,130.125240624774,-21.8556755303582,0,0,3,5,1.05418220133577,0.703833604380579,4.14186022238752,131.588680073934,-20.0646118456406,22182,0.123232648707507,0.671229604279976,0.530452608596619,0.295976133465925,0.420480997327793,-5.695034,8.000589,13.695623,-4.663153,7.20233,11.865483,1.46414,6.168924,4.704784,126.2347,136.9029,10.6682,-23.27933,-16.86723,6.4121,14.1418343055,1,-0.709247981271176,-0.704959077580225,3.92395809945468,1
317,-1.35326612624919,2.1123846580904,0.933383349817657,122.565426775962,-25.9712010118277,0,0,3,5,-1.47409346277342,2.1904904540774,1.76960287226584,124.164223836231,-24.3738989231632,3566,0.0198110010499942,0.547252515263804,0.52191932267043,0.248509730501497,0.159732445930856,-5.82326,3.930838,9.754098,-2.581579,7.333134,9.914713,-1.991582,4.058708,6.05029,118.7032,129.7309,11.0277,-27.21894,-21.26866,5.95028,9.0456949975,1,-0.697788906148847,-0.716303456961919,3.94008295542226,1
318,-1.84365119324948,2.2886059345931,1.30207767962397,122.062591965045,-26.59912119766,0,1,1,4,-2.19996447634334,2.28654512399395,2.65693635647825,122.515121935334,-26.724022491277,4299,0.0238832006488853,0.449764167976845,0.512502708318287,0.274398475564025,0.173237926455964,-7.646536,2.224917,9.871453,-1.918623,7.475202,9.393825,-0.5645837,5.853582,6.4181657,117.5556,127.2991,9.7435,-28.97187,-24.46959,4.50228,7.6780709975,0,-0.998850896657688,0.0479258411103329,3.09364844678948,0
319,-3.53712746527147,2.4736415161902,1.2555061572009,120.453131784268,-26.4076578878451,1,1,2,1,-3.82333643500303,2.21606052045445,1.88537833810139,120.159807877197,-26.4598839406181,4951,0.0275054027477625,0.546958072455153,0.482430653163038,0.277209571057939,0.170687940622552,-9.355708,-0.8577483,8.4979597,-3.204383,6.466593,9.670976,-2.094137,5.010472,7.104609,115.0133,124.614,9.6007,-28.71835,-24.25188,4.46647,6.7902679975,1,0.740139318564958,0.672453559076164,0.737518812608695,1
320,-11.6953735252026,3.87509885645451,0.335496436014455,117.567876297909,-27.6784369734057,1,0,0,2,-11.5304410807078,3.98559496189038,1.06786458780751,117.484939361243,-27.6942258200259,4634,0.0257443014205477,0.516847128627063,0.587974511252715,0.341270326275965,0.122288209509947,-15.47574,-5.654989,9.820751,-1.500511,6.641979,8.14249,-3.655027,3.891573,7.5466,113.585,121.2422,7.6572,-29.38384,-25.96254,3.4213,3.6384319975,2,-0.368634622660931,0.929574373020058,1.94833609903247,2
321,-8.2308247869845,2.16785055361276,0.714716287116738,117.775888052844,-27.9337535333693,0,1,3,6,-7.37765049374374,2.83388113276527,0.906138146096096,117.719131631632,-27.6676440790791,3996,0.0221998766673518,0.528591507824957,0.501597213348815,0.248887506180521,0.144721418214343,-12.94945,-1.174135,11.775315,-0.1498871,5.304406,5.4542931,-2.330517,3.137049,5.467566,114.4558,121.1126,6.6568,-29.1652,-26.11233,3.05287,2.4402839975,2,0.190005976939003,-0.981782933609795,4.90355721475378,2
322,7.87779135619247,2.02044755797873,1.82074893298492,126.126943670313,-28.1586323810423,1,1,0,1,7.72038877481949,1.65279425571074,2.34352210596796,126.271868716155,-28.3134041877256,8864,0.0492441708657174,0.500874995138916,0.604057755234693,0.230326498186121,0.227693179482336,3.542861,12.67002,9.127159,-1.652321,4.802469,6.45479,0.6347299,4.64564,4.0109101,122.9053,129.6625,6.7572,-29.9177,-26.90688,3.01082,2.2874329975,1,0.830752928482403,0.556641331395641,0.590337376853253,1
323,1.07866144136594,0.590656525957989,3.56939220948189,132.017555733579,-21.0769293164482,1,0,3,1,-0.36632494375107,0.529994692381442,4.22400477154511,129.578404151686,-23.4816782785482,11682,0.0648996394464475,0.523547091405048,0.421775434580919,0.330925939300337,0.297276126243743,-11.30566,8.487076,19.792736,-4.790804,6.895951,11.686755,1.574669,5.99147,4.416801,123.7605,136.1622,12.4017,-26.69084,-20.17622,6.51462,12.4735446645,1,0.706587996344487,0.707625185689347,0.78613156708232,1
324,1.05579426228043,0.67881035757318,0.932042791473058,130.817036529242,-23.5018527770401,0,0,2,6,-0.482149052198883,2.51065030534432,2.14946502743951,131.491582531242,-22.0529763281042,3761,0.0208943283648424,0.487775067916289,0.507580513441592,0.231865378525675,0.131149271392937,-8.328194,5.67255,14.000744,-3.479804,9.490936,12.97074,-1.271075,5.129559,6.400634,125.9808,136.8024,10.8216,-25.53016,-18.23037,7.29979,11.0473786645,2,0.0113865557286505,-0.999935171072924,4.72377578217912,2
325,0.00321134240729712,0.995662754177782,0.904535989036728,132.691470895162,-24.8610612462153,0,0,1,0,-0.4039054290995,3.68092909924958,1.48810247652863,132.313099499722,-24.9154656753752,3598,0.0199887778401231,0.511180493441703,0.557180237887567,0.267087405069972,0.18284898417231,-6.871536,9.610273,16.481809,-6.403224,11.43577,17.838994,-2.542923,4.837044,7.379967,126.6611,137.3893,10.7282,-27.4784,-22.36601,5.11239,6.7931319975,0,0.999889857057079,-0.0148416223632881,6.2683431398923,0
326,1.1641925936302,-0.314037145061155,1.51922397719246,137.352599086116,-17.2682447691568,0,1,3,0,-0.930848297754107,-0.518392177306212,2.92717840760524,136.206234355749,-17.079392011037,7792,0.0432886483963978,0.51429158726896,0.475297359459114,0.257387458958561,0.243720868217399,-7.806131,14.05156,21.857691,-5.62811,7.442377,13.070487,-2.959208,6.145233,9.104441,129.9714,142.1395,12.1681,-19.84889,-14.29531,5.55358,7.7102226645,0,0.999988556904351,0.00478393774554474,0.00478395599331399,0
327,0.871489640655719,-1.1251595516551,1.40874523951172,142.589410958272,-17.0390736975906,0,1,0,5,-0.273391144669528,-0.425813368218026,2.51314753804292,142.962086111588,-17.1824884137339,5825,0.0323609313281593,0.580202332209266,0.528141510324943,0.283409536613685,0.174371253493036,-6.767356,8.315268,15.082624,-3.673668,5.899771,9.573439,0.3074836,4.481276,4.1737924,138.288,147.4127,9.12469999999999,-19.10183,-15.13273,3.9691,4.1617689975,1,-0.706730803071983,-0.707482559494741,3.92752238907661,1
328,0.286066549983895,0.900540700728691,2.69413664938491,132.863961895767,-19.7658529294837,0,1,0,7,1.071972645296,1.74123838130312,3.77543149029722,132.905266900025,-19.6639612576762,8142,0.0452330820384331,0.525069305170527,0.612707707179405,0.225170971272382,0.238076455130805,-9.93164,11.75463,21.68627,-4.458775,7.867903,12.326678,0.68614,6.0982,5.41206,127.5019,138.4054,10.9035,-22.37973,-17.26859,5.11114,15.2835549985,3,0.700434105430847,-0.713717075562361,5.48839452742374,3
329,-0.15190859750318,0.784287845663969,1.47686882728133,136.719932299265,-21.8981465521303,0,1,3,0,-2.44463614362314,1.86613989849256,3.4134916521686,135.00949214876,-21.850735138843,6050,0.0336109243837534,0.542819206559964,0.456736351464714,0.245737523680424,0.223682090655052,-13.23994,13.81351,27.05345,-8.169199,11.56218,19.731379,-1.228602,7.42589,8.654492,127.5067,141.8355,14.3288,-25.15435,-18.80938,6.34497,12.4225989985,0,0.999074733766406,-0.043007863810987,6.24016417388263,0
330,-0.0716116668811288,0.729695839989723,0.829028301018044,141.638006722185,-22.3773853363592,0,1,3,0,3.50122973607865,-4.00955392373595,1.57027213219101,141.702215702247,-22.366974994382,3560,0.019777667901845,0.546774740140333,0.458814117699346,0.248554174699029,0.19697668346287,-11.01218,9.190921,20.203101,-11.08076,7.705953,18.786713,-2.577901,5.071199,7.6491,135.3028,148.2975,12.9947,-25.29876,-19.77343,5.52533,8.9623559985,0,0.992271300926655,-0.124087329559965,6.1587773081809,0
331,0.5731194380737,0.673234895117305,0.96512234543657,130.085716882128,-17.2929067395514,1,0,3,3,0.682052592582333,0.527387168494959,2.19404854241959,131.184631541047,-18.3574560144023,4166,0.0231443158649119,0.53568591285604,0.539230337609236,0.261509658279676,0.170293498369454,-6.848881,7.035013,13.883894,-6.643045,8.671941,15.314986,-2.404223,4.50268,6.906903,124.6013,137.8179,13.2166,-22.01374,-14.30743,7.70631,11.2159439985,3,-0.707767744317141,0.706445199646956,2.35712967063337,3
332,0.628886641030661,0.798123352083766,1.13194827475865,130.402347445848,-19.2881649639169,1,1,1,3,0.27786885508046,1.03639157167816,1.67466227074253,130.548584850575,-19.1020188367816,4350,0.0241665324081533,0.522047099738335,0.509169393503369,0.285142860317443,0.16367131293715,-10.74243,9.505222,20.247652,-7.350125,6.031431,13.381556,-2.615522,4.600792,7.216314,125.1,136.4906,11.3906,-22.20545,-16.17429,6.03116,17.5780428868,3,-0.703583640352017,0.710612454878891,2.35122434731437,3
333,-0.320760886202054,0.255444661708168,2.02893153036494,129.807007241071,-19.7749012506042,1,1,0,2,0.470947672162006,-0.218414338418515,2.85011575566056,129.803962237223,-19.6010476451302,5185,0.0288053955255804,0.484525085971745,0.578557896900573,0.23369870167388,0.13991588935617,-8.161612,10.48379,18.645402,-5.329709,4.149213,9.478922,0.4987131,4.554219,4.0555059,124.0696,134.9811,10.9115,-22.36583,-16.80011,5.56572,14.3261479978,2,-0.00102812623300122,0.999999471478085,1.57182445320903,2
334,-0.800622826785462,0.17312338710131,0.822789250039222,129.542812914928,-21.2923262353542,1,0,1,5,-1.76386929868386,0.85419636253559,2.58801942920226,129.621686892291,-20.843526833199,3723,0.0206832184265643,0.517441569769057,0.530374831250938,0.277015127693735,0.173049038616452,-8.054167,7.818749,15.872916,-4.251436,5.217468,9.468904,-5.556755,5.602731,11.159486,123.8945,135.2558,11.3613,-23.61649,-18.10946,5.50703,13.1209789978,1,-0.715441949844788,-0.698672180927714,3.91513252175174,1
335,-1.90789330061377,0.0499303945525303,0.948427398184527,128.340975669024,-21.6111963163538,1,0,1,4,-2.01852586074125,0.189914130748113,1.69074238436376,128.626811633493,-21.4840160947152,2914,0.0161887989511169,0.527685957300237,0.525030416497686,0.264804084421753,0.128971505713857,-9.651905,6.580624,16.232529,-4.163633,5.017987,9.18162,-1.726245,6.580536,8.306781,123.5107,134.0214,10.5107,-24.12346,-19.03528,5.08818,9.8935729978,0,-0.999993216394869,0.00368336317031616,3.13790928209063,0
336,-2.44077244143933,0.264595500278554,2.79648596944356,128.538399553336,-21.6039963474647,0,1,1,3,-3.25419215126965,1.25827249561284,3.78990573219743,129.290880982742,-22.0760543113114,9097,0.0505386081188438,0.584635640913106,0.650435275359581,0.237937567013517,0.261281881767324,-9.598387,4.740251,14.338638,-2.749201,4.276379,7.02558,1.376042,5.831152,4.45511,124.527,134.1229,9.59589999999999,-24.29078,-19.83324,4.45754,8.2379079978,3,-0.735393253847727,0.677640584820045,2.39704315324926,3
337,-3.11817202560794,0.29523362088939,1.02012488358915,126.833069910723,-19.3539216949906,1,0,0,6,-3.39124761064472,0.600755399791495,1.42666411423868,126.599543840878,-19.1330631796982,3645,0.020249887500625,0.535080360664663,0.555552469152949,0.315037138682563,0.0956383575646802,-8.416269,3.159068,11.575337,-2.109439,3.476306,5.585745,-2.345159,5.141904,7.487063,121.1115,131.6071,10.4956,-21.454,-16.80365,4.65035,6.7779729978,2,0.0202956582668568,-0.999794021914272,4.73268603225331,2
338,-3.80609592199127,0.497902982722207,0.817800584963695,126.02709337337,-19.3339502667763,0,0,2,7,-4.53973800351845,1.07347294000345,-0.365647825733011,125.907500344947,-19.3034638909969,2899,0.016105466080744,0.499391670046278,0.536380353442481,0.277015127693735,0.128827062071877,-9.136126,1.397264,10.53339,-2.556933,5.707369,8.264302,-4.694087,2.625228,7.319315,120.9194,130.1459,9.22650000000002,-21.47283,-16.79986,4.67297,5.1214699978,3,0.763841971796427,-0.645403317408693,5.58163413007577,3
