sim	param	true	est	hpd_low	hpd_high	covered	ess	tree_size
001	sigma_x	0.932808704674244	0.89858672255229	0.770654627867197	0.99999999190566	TRUE	14492.9661929748	30
001	sigma_y	0.201983017381281	0.187092294517249	0.128875170691581	0.251769056973996	TRUE	3870.58969108716	30
001	sigma_r	0.792378755984828	0.857865299616323	0.717392850731193	0.999633980491038	TRUE	3175.15996733994	30
001	sigma_s	0.224630508804694	0.263848209359324	0.200318466695495	0.335770900824973	TRUE	1740.47709768391	30
001	sigma_a	0.153782855486497	0.184620844325	0.123733407340131	0.258866428924548	TRUE	662.486184751669	30
001	mu	-2.09323892602697	-2.10369640243995	-2.13440823316127	-2.07432071980814	TRUE	1811.43276398782	30
001	kappa	2.94033196521923	2.97726317120827	1.85815653127857	4.22224931747584	TRUE	236.043781601228	30
001	root_x	-0.353400285829911	-0.179329509785581	-2.04265423758301	1.73917084822145	TRUE	7751.04455542034	30
001	root_y	0.170489470947982	0.706471186804991	-0.664023913411125	2.2079930718241	TRUE	1225.08605967679	30
001	root_r	5.44751747601151	8.07641888102847	4.78287339547054	11.6380211017726	TRUE	246.285759367287	30
001	root_s	7.86216458739573	7.43229059275351	6.32700526004215	8.68885497024506	TRUE	872.136723956963	30
001	root_a	7.64680222608149	7.19407177978359	6.37167144526028	7.97900458756776	TRUE	274.256650115185	30
002	sigma_x	0.435651870910078	0.453818493946928	0.379710330907891	0.534831840130501	TRUE	1748.10206485214	106
002	sigma_y	0.0369323608465493	0.0351880687169117	0.0161224883600865	0.0587612453716016	TRUE	132.467542520908	106
002	sigma_r	0.399214582284912	0.422227879613329	0.367711900050456	0.476198644586504	TRUE	1437.63966538381	106
002	sigma_s	0.45114145684056	0.474410146517682	0.416534866451379	0.534810685027132	TRUE	1672.50251848896	106
002	sigma_a	4.10146737587638	3.61969191780949	2.82612252473743	4.46043660150935	TRUE	642.293107484106	106
002	mu	2.52612711512484	2.539544912372	2.0743403114983	3.02994664138377	TRUE	5275.59146157305	106
002	kappa	1.04149807710201	0.866763218094062	0.522346750735837	1.27793022954642	TRUE	635.775862133205	106
002	root_x	-0.162225295911029	-0.309823291752249	-1.75249552732175	1.1994561297362	TRUE	5929.15555927729	106
002	root_y	0.386926559881518	0.0718149234003129	-0.642956116760785	0.968015926266103	TRUE	98.418899587246	106
002	root_r	3.16916489283665	4.34693803012013	2.76423160946003	5.93173307431426	TRUE	890.388558877444	106
002	root_s	10.7738609220689	7.85295361931696	6.31690568297436	9.68370541690574	FALSE	35.4139245242129	106
002	root_a	5.46412769588642	6.13441303840767	5.83841717355154	6.47972256037753	FALSE	58.0558515272911	106
003	sigma_x	0.142340212594718	0.140866209464329	0.0625384049512331	0.214162148374346	TRUE	132.434923081497	117
003	sigma_y	0.262317587388679	0.311310278494277	0.224634579328512	0.406444464719429	TRUE	390.458671513255	117
003	sigma_r	0.695624109823257	0.785941072311231	0.684954353078257	0.899221031901201	TRUE	939.556323425293	117
003	sigma_s	0.627376682823524	0.602817251054399	0.524115593935472	0.689472052691666	TRUE	990.536011704585	117
003	sigma_a	2.18290383112617	2.21595420458633	1.79430358104828	2.66059398846829	TRUE	662.73247577217	117
003	mu	2.55818809731863	2.55582790318403	2.31789441291799	2.77928697844982	TRUE	2880.7218318627	117
003	kappa	1.60785163519904	1.32263973388465	0.921569861567039	1.80199121441485	TRUE	594.404721866385	117
003	root_x	0.309111175345405	-0.687281409648139	-2.62463473719094	1.08036112382244	TRUE	179.688673350212	117
003	root_y	0.901647861973713	-0.0491790138871583	-1.75372268528461	1.61627486621726	TRUE	1538.98125900429	117
003	root_r	6.2821491855209	7.38905568832812	4.72431430883743	9.97823904028925	TRUE	137.625273684607	117
003	root_s	0.981761673648009	0.832902639879516	0.240107454492021	1.43470365976342	TRUE	182.885133893179	117
003	root_a	9.35931065469049	9.32751144927476	9.24807380111093	9.41105067355316	TRUE	1103.72943399345	117
004	sigma_x	0.354194046463817	0.331959484708858	0.252969913638915	0.4186456059874	TRUE	386.692960798706	147
004	sigma_y	0.728580018505454	0.729632076148506	0.617848172838173	0.850667389750155	TRUE	1297.79459176123	147
004	sigma_r	0.62874779291451	0.612946117522622	0.539780071484988	0.68895342199211	TRUE	734.343327672343	147
004	sigma_s	0.72142386273481	0.781843301609297	0.689568812218377	0.875083870744875	TRUE	1019.11808255801	147
004	sigma_a	0.790885419119149	0.72696454336386	0.638563895065152	0.823074670394505	TRUE	982.119827244646	147
004	mu	2.42872881004587	2.45116296619634	2.41188512767402	2.49064897217529	TRUE	1366.76131163973	147
004	kappa	4.84991877689026	4.61676909531468	4.2097143175639	4.9999216771253	TRUE	1128.35878754849	147
004	root_x	-1.37348188747219	0.128012822738495	-1.21924144277737	1.54772553248903	FALSE	2897.87630513924	147
004	root_y	-1.12795992930285	0.0148269965821293	-1.65179713928559	1.79227412605904	TRUE	10106.6973840011	147
004	root_r	0.856950327393563	-0.393770530032423	-2.95775996677192	2.28993879657763	TRUE	227.328083474431	147
004	root_s	-1.4545958103933	-2.45106385236586	-5.82554209135201	1.1666519436958	TRUE	226.320626768065	147
004	root_a	3.20610672584735	-0.369722875339671	-4.99969271706501	6.19030827524338	TRUE	2132.45467555899	147
005	sigma_x	0.396629426395521	0.313164820152976	0.217154141396495	0.42265299539733	TRUE	2293.43904455089	33
005	sigma_y	0.131984238047153	0.131651973480289	0.0623685069516533	0.204817086067422	TRUE	627.788398938125	33
005	sigma_r	0.341667271917686	0.382813902680483	0.283053777095617	0.494103358102005	TRUE	1024.53745972342	33
