"ID","precip","x","y"
3192,1.45245146751404,133.59375,-11.953125
3324,2.19783067703247,142.03125,-11.953125
3072,4.31480550765991,130.78125,-13.359375
3096,4.55396890640259,133.59375,-13.359375
3240,2.19783067703247,142.03125,-13.359375
2952,5.18310117721558,127.96875,-14.765625
2964,5.4474663734436,130.78125,-14.765625
2988,5.98456954956055,133.59375,-14.765625
3132,5.09299182891846,142.03125,-14.765625
2808,4.65437126159668,125.15625,-16.171875
2820,5.18310117721558,127.96875,-16.171875
2832,5.4474663734436,130.78125,-16.171875
2856,5.98456954956055,133.59375,-16.171875
2868,5.98456954956055,136.40625,-16.171875
3024,6.23863649368286,142.03125,-16.171875
3036,6.23863649368286,144.84375,-16.171875
2640,5.29681491851807,122.34375,-17.578125
2652,5.29681491851807,125.15625,-17.578125
2664,5.46605777740479,127.96875,-17.578125
2676,5.55067873001099,130.78125,-17.578125
2700,5.51614761352539,133.59375,-17.578125
2712,5.51614761352539,136.40625,-17.578125
2724,5.5611310005188,139.21875,-17.578125
2892,6.23863649368286,142.03125,-17.578125
2916,4.94858646392822,144.84375,-17.578125
2484,5.81063318252563,122.34375,-18.984375
2496,5.81063318252563,125.15625,-18.984375
2508,5.6923623085022,127.96875,-18.984375
2520,5.63322734832764,130.78125,-18.984375
2544,5.14150857925415,133.59375,-18.984375
2556,5.14150857925415,136.40625,-18.984375
2568,5.15473556518555,139.21875,-18.984375
2736,5.6510968208313,142.03125,-18.984375
2760,5.23819971084595,144.84375,-18.984375
2304,4.41936683654785,119.53125,-20.390625
2328,5.81063318252563,122.34375,-20.390625
2340,5.81063318252563,125.15625,-20.390625
2352,5.6923623085022,127.96875,-20.390625
2376,5.63322734832764,130.78125,-20.390625
2388,5.14150857925415,133.59375,-20.390625
2400,5.14150857925415,136.40625,-20.390625
2412,5.15473556518555,139.21875,-20.390625
2592,5.18118715286255,142.03125,-20.390625
2604,5.46982955932617,144.84375,-20.390625
2616,5.61415147781372,147.65625,-20.390625
2088,4.84316062927246,116.71875,-21.796875
2100,4.84316062927246,119.53125,-21.796875
2124,5.59837198257446,122.34375,-21.796875
2136,5.59837198257446,125.15625,-21.796875
2148,5.24497890472412,127.96875,-21.796875
2172,5.06828308105469,130.78125,-21.796875
2184,4.70362758636475,133.59375,-21.796875
2196,4.70362758636475,136.40625,-21.796875
2208,4.79736232757568,139.21875,-21.796875
2436,5.18118715286255,142.03125,-21.796875
2448,5.46982955932617,144.84375,-21.796875
2460,5.61415147781372,147.65625,-21.796875
1860,4.2905969619751,113.90625,-23.203125
1872,5.49160099029541,116.71875,-23.203125
1884,5.49160099029541,119.53125,-23.203125
1908,5.27359437942505,122.34375,-23.203125
1920,5.27359437942505,125.15625,-23.203125
1932,4.56044435501099,127.96875,-23.203125
1956,4.20386934280396,130.78125,-23.203125
1968,4.03363084793091,133.59375,-23.203125
1980,4.03363084793091,136.40625,-23.203125
1992,4.25055122375488,139.21875,-23.203125
2232,4.98483180999756,142.03125,-23.203125
2244,5.15073251724243,144.84375,-23.203125
2256,5.23368358612061,147.65625,-23.203125
2472,5.61415147781372,150.46875,-23.203125
1632,4.2905969619751,113.90625,-24.609375
1644,5.49160099029541,116.71875,-24.609375
1656,5.49160099029541,119.53125,-24.609375
1680,5.27359437942505,122.34375,-24.609375
1692,5.27359437942505,125.15625,-24.609375
1704,4.56044435501099,127.96875,-24.609375
1728,4.20386934280396,130.78125,-24.609375
1740,4.03363084793091,133.59375,-24.609375
1752,4.03363084793091,136.40625,-24.609375
2004,4.68439149856567,139.21875,-24.609375
2016,4.68439149856567,142.03125,-24.609375
2028,4.6624870300293,144.84375,-24.609375
2040,4.651535987854,147.65625,-24.609375
2280,2.40657877922058,150.46875,-24.609375
1416,5.28865480422974,116.71875,-26.015625
1428,5.28865480422974,119.53125,-26.015625
1452,5.06249332427979,122.34375,-26.015625
1464,5.06249332427979,125.15625,-26.015625
1476,4.38821363449097,127.96875,-26.015625
1500,4.05107355117798,130.78125,-26.015625
1512,3.95756125450134,133.59375,-26.015625
1524,3.95756125450134,136.40625,-26.015625
