"ID","precip","x","y"
1776,4.68439149856567,139.21875,-26.015625
1788,4.68439149856567,142.03125,-26.015625
1800,4.6624870300293,144.84375,-26.015625
2052,4.651535987854,147.65625,-26.015625
2064,3.02521681785583,150.46875,-26.015625
1176,4.63025426864624,116.71875,-27.421875
1188,4.63025426864624,119.53125,-27.421875
1212,4.3776330947876,122.34375,-27.421875
1224,4.3776330947876,125.15625,-27.421875
1236,3.8294563293457,127.96875,-27.421875
1260,3.55536723136902,130.78125,-27.421875
1272,3.71077466011047,133.59375,-27.421875
1284,3.71077466011047,136.40625,-27.421875
1548,4.67923593521118,139.21875,-27.421875
1560,4.67923593521118,142.03125,-27.421875
1572,4.70614719390869,144.84375,-27.421875
1824,4.651535987854,147.65625,-27.421875
1836,3.02521681785583,150.46875,-27.421875
936,4.63025426864624,116.71875,-28.828125
948,4.63025426864624,119.53125,-28.828125
972,4.3776330947876,122.34375,-28.828125
984,4.3776330947876,125.15625,-28.828125
996,3.8294563293457,127.96875,-28.828125
1020,3.55536723136902,130.78125,-28.828125
1032,3.71077466011047,133.59375,-28.828125
1056,4.02801942825317,136.40625,-28.828125
1068,4.66250848770142,139.21875,-28.828125
1320,4.66250848770142,142.03125,-28.828125
1344,4.94043064117432,144.84375,-28.828125
1356,4.94043064117432,147.65625,-28.828125
1608,3.1356418132782,150.46875,-28.828125
708,4.49201345443726,116.71875,-30.234375
720,4.49201345443726,119.53125,-30.234375
744,4.2192120552063,122.34375,-30.234375
756,4.2192120552063,125.15625,-30.234375
768,3.68345761299133,127.96875,-30.234375
792,3.4155797958374,130.78125,-30.234375
804,3.60864663124084,133.59375,-30.234375
828,3.91765594482422,136.40625,-30.234375
840,4.53567314147949,139.21875,-30.234375
1080,4.66250848770142,142.03125,-30.234375
1104,4.94043064117432,144.84375,-30.234375
1116,4.94043064117432,147.65625,-30.234375
1368,3.4938862323761,150.46875,-30.234375
480,2.83704805374146,116.71875,-31.640625
492,2.83704805374146,119.53125,-31.640625
516,2.32264089584351,122.34375,-31.640625
528,2.32264089584351,125.15625,-31.640625
540,1.93560683727264,127.96875,-31.640625
576,2.38600730895996,133.59375,-31.640625
600,2.59642195701599,136.40625,-31.640625
612,3.01725101470947,139.21875,-31.640625
864,4.74156999588013,142.03125,-31.640625
876,4.84451866149902,144.84375,-31.640625
888,4.84451866149902,147.65625,-31.640625
1140,3.4938862323761,150.46875,-31.640625
288,2.83704805374146,116.71875,-33.046875
300,2.83704805374146,119.53125,-33.046875
324,2.32264089584351,122.34375,-33.046875
372,2.59642195701599,136.40625,-33.046875
384,3.01725101470947,139.21875,-33.046875
636,3.4699490070343,142.03125,-33.046875
648,3.69629883766174,144.84375,-33.046875
660,3.69629883766174,147.65625,-33.046875
912,3.47190594673157,150.46875,-33.046875
132,2.33789134025574,116.71875,-34.453125
192,3.01725101470947,139.21875,-34.453125
408,3.4699490070343,142.03125,-34.453125
420,3.69629883766174,144.84375,-34.453125
672,3.20875906944275,147.65625,-34.453125
216,3.4699490070343,142.03125,-35.859375
240,3.69629883766174,144.84375,-35.859375
444,3.20875906944275,147.65625,-35.859375
84,1.95938515663147,142.03125,-37.265625
108,2.16311812400818,144.84375,-37.265625
252,3.20875906944275,147.65625,-37.265625
